"State","Year","Total_Births","Nicu_Births","State_Control","Preterm_Births","Ceasarean_Births","Covid_Year","Total.Population","Birth_Rate","PretermBirth_Rate","CBirth_Rate","NICUBirth_Rate"
"Nebrask",2018,25488,2865,"Excluded",5145,7619,"0",1929268,0.0132112283,0.201859698681733,0.29892498430634,0.112405838041431
"Nebrask",2019,24755,2763,"Excluded",5351,7197,"0",1934408,0.0127971969,0.216158351848111,0.290729145627146,0.11161381539083
"Nebrask",2020,24291,2769,"Excluded",5418,7005,"1",1937552,0.0125369538,0.223045572434235,0.288378411757441,0.113992836853155
"Nebrask",2021,24609,2737,"Excluded",5727,7036,"1",1963692,0.012532006,0.232719736681702,0.285911658336381,0.111219472550693
"Nebrask",2022,24345,2713,"Excluded",5860,7030,"1",1967923,0.0123709109,0.240706510577121,0.288765660299856,0.111439720681865
"Nebrask",2023,24111,2756,"Excluded",6094,7079,"1",1978379,0.0121872503,0.252747708514786,0.293600431338393,0.114304674215089
"Nevada",2016,36260,3498,"Rep",7064,12270,"0",2940058,0.01233309,0.194815223386652,0.338389409817981,0.0964699393270822
"Nevada",2017,35756,3555,"Divided",7150,12207,"0",2998039,0.0119264626,0.199966439199016,0.341397248014319,0.0994238729164336
"Nevada",2018,35682,3576,"Divided",6998,12073,"0",3034392,0.0117591926,0.196121293649459,0.338349868280926,0.100218597612241
"Nevada",2019,35072,3682,"Dem",7242,11487,"0",3080156,0.0113864363,0.20648950729927,0.327526231751825,0.104984032846715
"Nevada",2020,33653,3548,"Dem",7242,11067,"1",3138259,0.0107234616,0.215196267791876,0.328856268386177,0.105428936498975
"Nevada",2021,33686,3900,"Dem",7562,11070,"1",3143991,0.0107144073,0.224484949237072,0.328623166894259,0.115775099447842
"Nevada",2022,33193,3598,"Dem",7548,10908,"1",3177772,0.0104453686,0.227397342813244,0.328623504955864,0.108396348627723
"Nevada",2023,31794,3372,"Divided",7393,10656,"1",3194176,0.0099537408,0.232528149965402,0.335157576901302,0.106057746744669
"New Ham",2016,12267,825,"Divided",1909,3786,"0",1334795,0.0091901753,0.155620771174696,0.308632917583761,0.0672536072389337
"New Ham",2017,12116,876,"Rep",2001,3758,"0",1342795,0.0090229707,0.165153516011885,0.310168372400132,0.0723010894684714
"New Ham",2018,11995,949,"Rep",2029,3795,"0",1356458,0.0088428835,0.169153814089204,0.316381825760734,0.0791162984576907
"New Ham",2019,11839,966,"Divided",1974,3740,"0",1359711,0.0087069973,0.166737055494552,0.315905059548948,0.081594729284568
"New Ham",2020,11791,1069,"Divided",1984,3787,"1",1366275,0.0086300342,0.16826393011619,0.321177169027224,0.0906623696039352
"New Ham",2021,12625,1153,"Rep",2215,4126,"1",1388992,0.0090893252,0.175445544554455,0.326811881188119,0.0913267326732673
"New Ham",2022,12077,1047,"Rep",2188,3877,"1",1395231,0.0086559143,0.181170820568022,0.321023432971764,0.086693715326654
"New Ham",2023,11936,1121,"Rep",2265,3926,"1",1402054,0.0085132242,0.189762064343164,0.32892091152815,0.0939175603217158
"New Jer",2016,102647,11235,"Divided",18855,37164,"0",8944469,0.0114760306,0.1836877843483,0.362056367940612,0.109452784786696
"New Jer",2017,101250,11205,"Divided",18550,36371,"0",9005644,0.0112429494,0.18320987654321,0.35921975308642,0.110666666666667
"New Jer",2018,101223,11374,"Dem",18507,35335,"0",8908520,0.0113624934,0.182833940902759,0.349080742518993,0.112365766673582
"New Jer",2019,99585,11064,"Dem",18743,33554,"0",8882190,0.011211762,0.188211075965256,0.336938293919767,0.111101069438168
"New Jer",2020,97954,11323,"Dem",18549,32551,"1",8882371,0.0110279114,0.189364395532597,0.332309043020193,0.115595075239398
"New Jer",2021,101497,12331,"Dem",19740,32942,"1",9267130,0.0109523661,0.194488507049469,0.324561317083264,0.121491275604205
"New Jer",2022,102893,13089,"Dem",20369,33844,"1",9261699,0.0111095167,0.197962932366633,0.328924222250299,0.127209819910004
"New Jer",2023,101001,12827,"Dem",20446,33423,"1",9290841,0.0108710288,0.202433639270898,0.330917515668162,0.126998742586707
"New Mex",2016,24692,2660,"Divided",4907,6121,"0",2081015,0.0118653638,0.19872833306334,0.247894054754576,0.107727199092824
"New Mex",2017,23767,2639,"Divided",4864,5867,"0",2088070,0.0113822812,0.204653511170951,0.246854882820718,0.11103631085118
"New Mex",2018,23039,2777,"Divided",4754,5834,"0",2095428,0.0109948898,0.206345761534789,0.253222796128304,0.120534745431659
"New Mex",2019,22960,2937,"Dem",4917,6068,"0",2096829,0.0109498676,0.214155052264808,0.264285714285714,0.127918118466899
"New Mex",2020,21903,2723,"Dem",4657,5708,"1",2106319,0.0103987098,0.212619275898279,0.260603570287175,0.124320869287312
"New Mex",2021,21391,2631,"Dem",4783,5836,"1",2115877,0.0101097559,0.22359870973774,0.272825019868169,0.122995652377168
"New Mex",2022,21614,2525,"Dem",4793,5837,"1",2113344,0.0102273932,0.221754418432497,0.270056444896826,0.116822429906542
"New Mex",2023,20951,2459,"Dem",4713,5941,"1",2114371,0.0099088571,0.224953462841869,0.283566416877476,0.117369099327001
"New Yor",2016,234283,27215,"Divided",39712,78999,"0",19745289,0.0118652606,0.16950440279491,0.337194760183197,0.11616293115591
"New Yor",2017,229737,28202,"Dem",39413,78082,"0",19849399,0.0115740028,0.171557041312457,0.339875596878169,0.122757762136704
"New Yor",2018,226238,27477,"Divided",39465,76470,"0",19542209,0.0115768898,0.174440191302964,0.338006877712851,0.121451745506944
"New Yor",2019,221539,26616,"Dem",40479,73485,"0",19453561,0.011388095,0.182717264228872,0.331702318779086,0.120141374656381
"New Yor",2020,209338,24996,"Dem",39174,70304,"1",19336776,0.0108258998,0.187132770925489,0.335839646886853,0.119404981417612
"New Yor",2021,210742,25424,"Dem",41864,71807,"1",19835913,0.0106242652,0.198650482580596,0.340734167845043,0.120640403906198
"New Yor",2022,207774,24277,"Dem",41890,70330,"1",19677151,0.0105591506,0.201613291364656,0.338492785430323,0.116843300894241
"New Yor",2023,203612,24297,"Dem",41783,68836,"1",19571216,0.0104036458,0.205208926782311,0.33807437675579,0.119329901970414
"North C",2016,120779,9438,"Rep",24216,35549,"0",10146788,0.0119031757,0.200498431018637,0.294330968131877,0.0781427234866988
"North C",2017,120125,9646,"Divided",24774,35271,"0",10273419,0.0116927967,0.20623517169615,0.293619146722164,0.0802996878251821
"North C",2018,118954,9473,"Divided",24934,34982,"0",10383620,0.0114559277,0.209610437648167,0.294080064562772,0.0796358256132623
"North C",2019,118725,9767,"Divided",26031,34483,"0",10488084,0.0113199894,0.21925457991156,0.290444304064014,0.0822657401558223
"North C",2020,116730,9957,"Divided",26503,34932,"1",10600823,0.0110114092,0.227045318255804,0.299254690310974,0.0852994088923156
"North C",2021,120466,10269,"Divided",28233,36453,"1",10551162,0.0114173207,0.234364883037538,0.30259990370727,0.0852439692527352
"North C",2022,121562,10000,"Divided",28643,36656,"1",10698973,0.0113620251,0.23562461953571,0.301541600171106,0.0822625491518731
"North C",2023,120082,10438,"Divided",28898,36772,"1",10835491,0.0110822851,0.240652220982329,0.306224080211855,0.0869239353108709
"North D",2016,11383,1086,"Rep",2036,3045,"0",757952,0.0150181014,0.178863217078099,0.267504172889396,0.0954054291487306
"North D",2017,10737,1014,"Rep",1916,3039,"0",755393,0.0142137933,0.178448356151625,0.283039955294775,0.0944397876501816
"North D",2018,10636,996,"Rep",2028,2820,"0",760077,0.0139933191,0.190673185408048,0.265137269650244,0.0936442271530651
"North D",2019,10454,1076,"Rep",2063,2775,"0",762062,0.0137180439,0.197340730820738,0.265448632102544,0.102927109240482
"North D",2020,10059,1104,"Rep",2057,2711,"1",765309,0.0131437106,0.204493488418332,0.269509891639328,0.109752460483149
"North D",2021,10112,1199,"Rep",2161,2655,"1",774948,0.0130486175,0.213706487341772,0.262559335443038,0.118571993670886
"North D",2022,9567,1142,"Rep",2131,2488,"1",779261,0.0122770163,0.222744852095746,0.260060625065329,0.119368663112784
"North D",2023,9647,1036,"Rep",2190,2520,"1",783926,0.0123060085,0.227013579351094,0.261221105006738,0.107390898724992
"Ohio",2016,138085,12570,"Rep",27532,42513,"0",11614373,0.011889148,0.199384437122062,0.307875583879495,0.09103088677264
"Ohio",2017,136832,12531,"Rep",27609,41376,"0",11658609,0.0117365631,0.201772977081384,0.302385406922357,0.0915794550982226
"Ohio",2018,135134,12639,"Rep",27676,41558,"0",11689442,0.0115603465,0.204804120354611,0.307531783266979,0.0935293856468394
"Ohio",2019,134461,13200,"Rep",28505,41636,"0",11689100,0.0115031097,0.211994556042272,0.309651125605194,0.0981697295126468
"Ohio",2020,129191,12569,"Rep",27923,40447,"1",11693217,0.011048371,0.216137347028818,0.313079084456348,0.0972900589050321
"Ohio",2021,129791,12810,"Rep",29486,40802,"1",11780017,0.0110178958,0.227180621152468,0.314366943778844,0.0986971361650654
"Ohio",2022,128231,12719,"Rep",29988,40225,"1",11756058,0.0109076529,0.233859207211985,0.313691697015542,0.0991881838245042
"Ohio",2023,126896,12950,"Rep",30100,39859,"1",11785935,0.0107667317,0.237202118270079,0.314107615685286,0.102052074139453
"Oklahom",2016,52592,4439,"Rep",11035,16816,"0",3923561,0.01340415,0.209822786735625,0.319744447824764,0.0844044721630666
"Oklahom",2017,50214,4668,"Rep",11122,16156,"0",3930864,0.0127742908,0.221492014179313,0.321742940215876,0.0929621221173378
"Oklahom",2018,49800,4752,"Rep",11327,16346,"0",3943079,0.0126297241,0.227449799196787,0.328232931726908,0.0954216867469879
"Oklahom",2019,49143,4688,"Rep",11412,15781,"0",3956971,0.012419348,0.232220255173677,0.321124066499807,0.0953950715259549
"Oklahom",2020,47623,4362,"Rep",11156,15290,"1",3980783,0.0119632243,0.234256556705793,0.321063351741805,0.0915943976649938
"Oklahom",2021,48410,4432,"Rep",11877,15715,"1",3986639,0.0121430609,0.24534187151415,0.324623011774427,0.0915513323693452
"Oklahom",2022,48332,4092,"Rep",11683,15673,"1",4019800,0.0120234838,0.241723909625093,0.324277911114789,0.0846644045352975
"Oklahom",2023,47909,4278,"Rep",11691,15846,"1",4053824,0.011818224,0.244025130977478,0.330752050762905,0.0892942870859337
"Oregon",2016,45535,3359,"Dem",7374,12385,"0",4093465,0.0111238279,0.161941363786099,0.271988580213023,0.0737674316459866
"Oregon",2017,43631,3285,"Dem",7355,12258,"0",4142776,0.010531827,0.16857280374046,0.280947033072815,0.0752905044578396
"Oregon",2018,42188,3393,"Dem",7056,11824,"0",4190713,0.010067022,0.167251351095098,0.280269270882715,0.0804257134730255
"Oregon",2019,41858,3522,"Dem",7330,11704,"0",4217737,0.0099242793,0.175115867934445,0.279612021596827,0.0841416216732763
"Oregon",2020,39820,3250,"Dem",6995,11470,"1",4241507,0.0093881726,0.175665494726268,0.288046207935711,0.0816172777498744
"Oregon",2021,40914,3470,"Dem",7883,11925,"1",4246155,0.0096355409,0.192672434863372,0.291465024197096,0.084812044776849
"Oregon",2022,39493,3404,"Dem",7551,11507,"1",4240137,0.0093140858,0.191198440229914,0.291368090547692,0.0861924898083205
"Oregon",2023,38298,3273,"Dem",7644,11062,"1",4233358,0.0090467189,0.19959266802444,0.288840148310617,0.085461381795394
"Pennsyl",2016,139409,12343,"Divided",24847,41560,"0",12784227,0.0109047657,0.178230960698377,0.298115616638811,0.0885380427375564
"Pennsyl",2017,137745,12501,"Divided",24910,42051,"0",12805537,0.010756675,0.180841409851537,0.305281498420995,0.0907546553413917
"Pennsyl",2018,135673,12309,"Divided",25318,40845,"0",12807060,0.0105936101,0.186610453074672,0.301054741916225,0.0907254943872399
"Pennsyl",2019,134230,12442,"Divided",26336,40530,"0",12801989,0.0104850895,0.196200551292558,0.301944423750279,0.0926916486627431
"Pennsyl",2020,130693,12113,"Divided",25971,39925,"1",12783254,0.0102237662,0.198717605380548,0.305486904424874,0.0926828521803004
"Pennsyl",2021,132622,12839,"Divided",27699,40880,"1",12964056,0.0102299774,0.208856750765333,0.308244484323868,0.0968089758863537
"Pennsyl",2022,130252,12405,"Divided",27230,40442,"1",12972008,0.0100410052,0.20905629088229,0.310490433928078,0.0952384608297761
"Pennsyl",2023,126951,12907,"Divided",26945,39718,"1",12961683,0.0097943299,0.212247245000039,0.31286086757883,0.101669147938969
"Rhode I",2016,10798,719,"Dem",1853,3369,"0",1056426,0.0102212554,0.171605852935729,0.312002222633821,0.0665864048897944
"Rhode I",2017,10638,944,"Dem",1725,3354,"0",1059639,0.0100392681,0.162154540327129,0.315284827975183,0.088738484677571
"Rhode I",2018,10506,1011,"Dem",1849,3382,"0",1057315,0.0099364901,0.175994669712545,0.32191128878736,0.0962307252998287
"Rhode I",2019,10175,745,"Dem",1934,3252,"0",1059361,0.0096048467,0.19007371007371,0.31960687960688,0.0732186732186732
"Rhode I",2020,10101,445,"Dem",1858,3368,"1",1057125,0.0095551614,0.183942183942184,0.333432333432333,0.0440550440550441
"Rhode I",2021,10464,542,"Dem",2075,3507,"1",1095610,0.0095508438,0.198298929663609,0.335149082568807,0.0517966360856269
"Rhode I",2022,10269,443,"Dem",2020,3561,"1",1093734,0.0093889373,0.196708540266822,0.346771837569384,0.0431395462070309
"Rhode I",2023,9805,446,"Dem",1930,3256,"1",1095962,0.0089464781,0.196838347781744,0.332075471698113,0.0454869964303927
"South C",2016,57342,4663,"Rep",12081,19208,"0",4961119,0.0115582795,0.210683268808203,0.334972620417844,0.0813191029263018
"South C",2017,57029,4945,"Rep",12433,19130,"0",5024369,0.01135048,0.218011888688211,0.335443370916551,0.0867102702134002
"South C",2018,56669,4967,"Rep",12870,18994,"0",5084127,0.0111462597,0.227108295540772,0.335174433993894,0.0876493320863259
"South C",2019,57038,5094,"Rep",13270,18955,"0",5148714,0.0110781061,0.232651916266349,0.332322311441495,0.0893088817980995
"South C",2020,55704,5261,"Rep",13470,18633,"1",5218040,0.0106752727,0.241813873330461,0.334500215424386,0.0944456412465891
"South C",2021,57185,5454,"Rep",14336,19160,"1",5190705,0.0110168079,0.250695112354638,0.335052898487366,0.0953746611873743
"South C",2022,57820,5601,"Rep",14685,18859,"1",5282634,0.0109452974,0.253977862331373,0.32616741611899,0.0968695952957454
"South C",2023,57729,5885,"Rep",14854,18825,"1",5373555,0.0107431672,0.257305686916454,0.326092605103154,0.10194183166173
"South D",2016,12275,1240,"Rep",2106,3110,"0",865454,0.0141833073,0.171568228105906,0.253360488798371,0.1010183299389
"South D",2017,12134,1244,"Rep",2201,2974,"0",869666,0.0139524829,0.181391132355365,0.245096423273447,0.10252183945937
"South D",2018,11893,1171,"Rep",2236,2929,"0",882235,0.0134805352,0.188009753636593,0.246279323972084,0.0984612797443875
"South D",2019,11449,1154,"Rep",2267,2801,"0",884659,0.0129417097,0.198008559699537,0.244650187789327,0.100794829242729
"South D",2020,10960,1050,"Rep",2160,2702,"1",892717,0.012277127,0.197080291970803,0.246532846715328,0.0958029197080292
"South D",2021,11369,1201,"Rep",2462,2794,"1",895376,0.0126974589,0.216553786612719,0.245756003166505,0.105638138798487
"South D",2022,11201,1100,"Rep",2535,2686,"1",909824,0.0123111723,0.226319078653692,0.239800017855549,0.098205517364521
"South D",2023,11201,1135,"Rep",2874,2729,"1",919318,0.0121840321,0.256584233550576,0.243638960807071,0.101330238371574
"Tenness",2016,80807,6049,"Rep",17034,26290,"0",6651194,0.0121492472,0.210798569430866,0.325343101463982,0.0748573762174069
"Tenness",2017,81016,6237,"Rep",17500,26218,"0",6715984,0.0120631616,0.216006714723018,0.323615088377604,0.0769847931272835
"Tenness",2018,80751,6654,"Rep",17447,26166,"0",6770010,0.011927752,0.216059243848373,0.324033138908496,0.0824014563287142
"Tenness",2019,80450,7056,"Rep",17959,25580,"0",6829174,0.0117803412,0.223231821006837,0.317961466749534,0.0877066500932256
"Tenness",2020,78689,7165,"Rep",17683,25272,"1",6886834,0.011426005,0.224720100649392,0.321163059639848,0.09105465821144
"Tenness",2021,81717,7334,"Rep",19139,26479,"1",6975218,0.0117153328,0.234210751740764,0.324032942961685,0.089748767086408
"Tenness",2022,82265,6779,"Rep",19298,26389,"1",7051339,0.0116665785,0.234583358657996,0.3207804047894,0.0824044247249742
"Tenness",2023,83021,7227,"Rep",20045,26776,"1",7126489,0.0116496356,0.241444935618699,0.32252080798834,0.0870502643909372
"Texas",2016,398047,33963,"Rep",83099,136950,"0",27862596,0.0142860701,0.20876680392014,0.344054847794356,0.0853240948933166
"Texas",2017,382050,33864,"Rep",83055,133566,"0",28304596,0.0134978079,0.217393011385944,0.349603455045151,0.0886376128778956
"Texas",2018,378624,34715,"Rep",84555,132626,"0",28701845,0.0131916258,0.223321817951318,0.350284186950642,0.0916872675794456
"Texas",2019,377599,36341,"Rep",87191,131190,"0",28995881,0.0130225048,0.230908980161494,0.347432064173899,0.0962423099637446
"Texas",2020,368190,34760,"Rep",84794,127577,"1",29360759,0.0125402072,0.230299573589723,0.346497732149162,0.0944077785925745
"Texas",2021,373594,36468,"Rep",90286,130033,"1",29527941,0.0126522198,0.241668763416971,0.348059658345691,0.0976139873766709
"Texas",2022,389741,37026,"Rep",94691,134979,"1",30029572,0.0129785733,0.242958785449824,0.346329998640123,0.0950015523129463
"Texas",2023,387945,37513,"Rep",94560,133915,"1",30503301,0.0127181317,0.243745891814561,0.345190684246478,0.0966966966966967
"Utah",2016,50464,5156,"Rep",9868,11252,"0",3051217,0.0165389744,0.195545339251744,0.222970830691186,0.10217184527584
"Utah",2017,48585,5183,"Rep",9571,11071,"0",3101833,0.0156633191,0.196994957291345,0.227868683750129,0.10667901615725
"Utah",2018,47209,5044,"Rep",9481,10707,"0",3161105,0.0149343347,0.200830350145099,0.226799974581118,0.106844033976572
"Utah",2019,46826,5424,"Rep",9847,10799,"0",3205958,0.0146059306,0.210289155597318,0.230619741169436,0.115833084184
"Utah",2020,45702,5266,"Rep",9639,10562,"1",3249879,0.0140626774,0.210909807010634,0.231105859699794,0.115224716642598
"Utah",2021,46712,5684,"Rep",10233,10940,"1",3337975,0.0139941132,0.219065764685734,0.234201061825655,0.121681794827881
"Utah",2022,45768,5261,"Rep",10117,10987,"1",3380800,0.0135376242,0.221049641671037,0.240058556196469,0.114949309561266
"Utah",2023,45019,5584,"Rep",9961,10928,"1",3417734,0.0131721778,0.221262133765743,0.242741953397454,0.124036517914658
"Vermont",2016,5756,461,"Dem",866,1479,"0",624594,0.0092155864,0.15045170257123,0.256949270326616,0.080090340514246
"Vermont",2017,5655,393,"Divided",848,1456,"0",623657,0.0090674842,0.149955791335102,0.257471264367816,0.0694960212201591
"Vermont",2018,5432,384,"Divided",870,1409,"0",626299,0.0086731737,0.160162002945508,0.259388807069219,0.0706921944035346
"Vermont",2019,5361,397,"Divided",891,1380,"0",623989,0.0085914976,0.166200335758254,0.257414661443761,0.0740533482559224
"Vermont",2020,5133,375,"Divided",826,1382,"1",623347,0.0082345788,0.160919540229885,0.26923826222482,0.0730566919929866
"Vermont",2021,5384,433,"Divided",917,1462,"1",645570,0.0083399167,0.170319465081724,0.271545319465082,0.0804234769687964
"Vermont",2022,5316,436,"Divided",973,1495,"1",647064,0.0082155706,0.183032355154251,0.281226486079759,0.0820165537998495
"Vermont",2023,5065,430,"Divided",875,1392,"1",647464,0.0078228288,0.172754195459033,0.274827245804541,0.0848963474827246
"Virgini",2016,102460,7312,"Divided",19123,33740,"0",8411808,0.0121804967,0.186638688268593,0.329299238727308,0.071364434901425
"Virgini",2017,100391,7227,"Divided",19064,32682,"0",8470020,0.0118525104,0.189897500771982,0.325547110796785,0.071988524867767
"Virgini",2018,99843,7302,"Divided",19255,32348,"0",8517685,0.011721847,0.192852778862815,0.323988662199653,0.0731348216700219
"Virgini",2019,97429,7650,"Divided",19772,31121,"0",8535519,0.0114145373,0.202937523735233,0.319422348582044,0.0785187161933305
"Virgini",2020,94749,7491,"Dem",19243,30833,"1",8590563,0.0110294285,0.203094491762446,0.325417682508523,0.0790615204382104
"Virgini",2021,95825,7664,"Dem",20345,31099,"1",8642274,0.0110879382,0.212314114270806,0.324539525176102,0.07997912861988
"Virgini",2022,95630,7615,"Divided",20364,30909,"1",8683619,0.0110126895,0.212945728327931,0.323214472445885,0.0796298232772143
"Virgini",2023,92649,7743,"Divided",19890,29926,"1",8715698,0.0106301297,0.214681216203089,0.323004025947393,0.0835734870317003
"Washing",2016,90505,7518,"Divided",14631,24803,"0",7288000,0.0124183589,0.16165957681896,0.274051157394619,0.0830672338544832
"Washing",2017,87562,7414,"Dem",14891,24190,"0",7405743,0.0118235267,0.17006235581645,0.276261391928005,0.0846714328133208
"Washing",2018,86085,7308,"Dem",14887,23980,"0",7535591,0.0114237888,0.172933728291805,0.278561886507522,0.0848928384736017
"Washing",2019,84895,6867,"Dem",15291,23579,"0",7614893,0.011148548,0.180116614641616,0.277743094410743,0.0808881559573591
"Washing",2020,83086,6454,"Dem",15073,23646,"1",7693612,0.0107993489,0.181414438052139,0.28459668295501,0.0776785499362107
"Washing",2021,83911,6735,"Dem",16038,24290,"1",7738692,0.0108430469,0.191131079357891,0.289473370595035,0.0802636126371989
"Washing",2022,83333,6557,"Dem",15791,24608,"1",7785786,0.0107032225,0.189492757971032,0.295297181188725,0.078684314737259
"Washing",2023,80932,6676,"Dem",15563,24219,"1",7812880,0.0103587921,0.192297237186774,0.299251223249147,0.0824890031137251
"West Vi",2016,19079,1537,"Divided",4391,6654,"0",1831102,0.0104194086,0.230148330625295,0.348760417212642,0.0805597777661303
"West Vi",2017,18675,1600,"Divided",4301,6582,"0",1815857,0.0102844001,0.230307898259705,0.352449799196787,0.0856760374832664
"West Vi",2018,18248,1690,"Rep",4381,6224,"0",1805832,0.0101050375,0.240081104778606,0.341078474353354,0.0926128890837352
"West Vi",2019,18136,1749,"Rep",4594,6268,"0",1792147,0.0101197056,0.253308337009263,0.345610939567711,0.0964380238200265
"West Vi",2020,17323,1566,"Rep",4262,5922,"1",1784787,0.0097059201,0.246031287883161,0.341857645904289,0.0904000461813774
"West Vi",2021,17198,1484,"Rep",4631,5853,"1",1782959,0.009645763,0.269275497150831,0.34033027096174,0.0862891033841144
"West Vi",2022,16929,1529,"Rep",4797,5777,"1",1775156,0.0095366266,0.283359914938862,0.341248744757517,0.0903183885640026
"West Vi",2023,16606,1522,"Rep",4832,5802,"1",1770071,0.0093815446,0.290979164157533,0.349391786101409,0.0916536191737926
"Wiscons",2016,66615,6113,"Rep",12312,17317,"0",5778708,0.0115276633,0.184823238009457,0.259956466261353,0.0917661187420251
"Wiscons",2017,64975,6155,"Rep",12394,17129,"0",5795483,0.0112113175,0.190750288572528,0.263624470950366,0.0947287418237784
"Wiscons",2018,64098,6144,"Rep",12700,17062,"0",5813568,0.011025587,0.198134107148429,0.266186152454055,0.0958532247496022
"Wiscons",2019,63270,6045,"Divided",12729,16895,"0",5822434,0.0108665895,0.201185395922238,0.26703018808282,0.095542911332385
"Wiscons",2020,60594,5686,"Divided",12389,16145,"1",5832655,0.0103887509,0.204459187378288,0.266445522659009,0.0938376736970657
"Wiscons",2021,61781,5931,"Divided",13101,16841,"1",5895908,0.0104786235,0.212055486314563,0.272591897185219,0.0960003884689468
"Wiscons",2022,60049,5881,"Divided",13186,16474,"1",5892539,0.0101906835,0.21958733700811,0.274342620193509,0.0979366850405502
"Wiscons",2023,59754,5472,"Divided",13232,16264,"1",5910955,0.0101090264,0.221441242427285,0.272182615389765,0.0915754593834722
"Wyoming",2016,7386,611,"Rep",1307,2022,"0",585501,0.0126148375,0.176956404007582,0.273761169780666,0.0827240725697265
"Wyoming",2017,6903,447,"Rep",1275,1820,"0",579315,0.0119157971,0.184702303346371,0.263653483992467,0.0647544545849631
"Wyoming",2018,6562,468,"Rep",1295,1798,"0",577737,0.0113581093,0.197348369399573,0.274001828710759,0.0713197195976836
"Wyoming",2019,6565,458,"Rep",1334,1728,"0",578759,0.0113432361,0.203198781416603,0.263214013709063,0.0697638994668698
"Wyoming",2020,6128,502,"Rep",1297,1615,"1",582328,0.010523279,0.211651436031332,0.263544386422977,0.0819190600522193
"Wyoming",2021,6237,565,"Rep",1358,1666,"1",578803,0.0107756871,0.217732884399551,0.267115600448934,0.0905884239217573
"Wyoming",2022,6049,600,"Rep",1355,1654,"1",581381,0.0104045368,0.22400396759795,0.273433625392627,0.0991899487518598
"Wyoming",2023,5990,551,"Rep",1395,1693,"1",584057,0.0102558483,0.232888146911519,0.282637729549249,0.0919866444073456
